barrio,periodo,ambientes,superficie_total_m2,superficie_promedio_m2,cantidad_deptos_estimada,sueldo_basico_admin_a,sueldo_interpolado
Agronomia,2013-07,1,41.0,33.31707317073171,1.2306002928257687,,
Agronomia,2013-08,1,40.0,32.49512195121951,1.23095398934174,,
Agronomia,2013-09,1,0.0,32.23866348448687,0.0,,
Agronomia,2013-10,1,101.0,32.169172932330824,3.1396517471076315,,
Agronomia,2013-11,1,58.0,32.204597701149424,1.8009850810193448,,
Agronomia,2013-12,1,167.0,32.69703872437358,5.107496168315452,,
Agronomia,2014-01,1,28.0,32.771186440677965,0.8544091026635635,,
Agronomia,2014-02,1,0.0,32.69133192389006,0.0,,
Agronomia,2014-03,1,22.0,32.782296650717704,0.6710939210391885,,
Agronomia,2014-04,1,22.0,32.76923076923077,0.6713615023474179,,
Agronomia,2014-05,1,62.0,32.93958333333333,1.8822338877996332,,
Agronomia,2014-06,1,32.0,32.98540145985402,0.9701261341004647,,
Agronomia,2014-07,1,32.0,32.34764826175869,0.9892527500316095,,
Agronomia,2014-08,1,32.0,31.997624703087887,1.0000742335387127,,
Agronomia,2014-09,1,0.0,32.94344473007712,0.0,,
Agronomia,2014-10,1,0.0,32.651709401709404,0.0,,
Agronomia,2014-11,1,53.0,32.11538461538461,1.6502994011976049,,
Agronomia,2014-12,1,63.0,32.41839762611276,1.9433409610983983,,
Agronomia,2015-01,1,30.0,31.52478134110787,0.9516322944603718,,
Agronomia,2015-02,1,44.0,31.681318681318682,1.3888310787374263,,
Agronomia,2015-03,1,53.0,31.792349726775956,1.667067720866277,,
Agronomia,2015-04,1,22.0,31.835526315789473,0.6910518702211201,,
Agronomia,2015-05,1,0.0,32.80238726790451,0.0,,
Agronomia,2015-06,1,146.0,33.44423480083857,4.365475869591109,,
Agronomia,2015-07,1,107.0,33.457220779220776,3.1981138154324618,,
Agronomia,2015-08,1,36.0,34.03415274463008,1.0577610164154916,,
Agronomia,2015-09,1,40.0,33.013629032258066,1.2116208115416653,,
Agronomia,2015-10,1,0.0,35.6400350877193,0.0,,
Agronomia,2015-11,1,32.0,36.308394160583944,0.8813388953108509,,
Agronomia,2015-12,1,67.0,35.29271111111111,1.8984089884470952,,
Agronomia,2016-01,1,30.0,33.747644628099174,0.8889509277047801,,
Agronomia,2016-02,1,0.0,32.53603524229075,0.0,,
Agronomia,2016-03,1,0.0,33.70501805054152,0.0,,
Agronomia,2016-04,1,28.0,32.73457446808511,0.8553647162054565,,
Agronomia,2016-05,1,45.0,33.422105263157896,1.3464142861642152,,
Agronomia,2016-06,1,97.0,33.068000000000005,2.933349461715253,,
Agronomia,2016-07,1,0.0,34.079359223300976,0.0,,
Agronomia,2016-08,1,0.0,33.62778169014084,0.0,,
Agronomia,2016-09,1,0.0,33.35490774907749,0.0,,
Agronomia,2016-10,1,55.0,33.777414965986395,1.6283069635549254,,
Agronomia,2016-11,1,38.0,33.39454545454546,1.137910382751674,,
Agronomia,2016-12,1,36.0,33.7798201438849,1.0657250348479732,,
Agronomia,2017-01,1,40.0,33.54336236933798,1.1924862975741526,,
Agronomia,2017-02,1,0.0,34.062731481481485,0.0,,
Agronomia,2017-03,1,109.0,33.13587606837607,3.28948598718434,,
Agronomia,2017-04,1,25.0,33.95416826003824,0.7362866263881749,,
Agronomia,2017-05,1,52.0,33.42979999999999,1.5554983876660946,,
Agronomia,2017-06,1,40.0,34.727739726027394,1.1518169715497264,,
Agronomia,2017-07,1,38.0,32.91079722703639,1.1546362653525393,,
Agronomia,2017-08,1,23.0,32.34042158516019,0.7111842973176898,,
Agronomia,2017-09,1,0.0,32.334530612244905,0.0,,
Agronomia,2017-10,1,0.0,32.59503512880562,0.0,,
Agronomia,2017-11,1,0.0,32.54566744730679,0.0,,
Agronomia,2017-12,1,0.0,32.55721393034827,0.0,,
Agronomia,2018-01,1,0.0,32.649344660194174,0.0,18582.2,False
Agronomia,2018-02,1,0.0,33.36016304347826,0.0,18886.82,False
Agronomia,2018-03,1,0.0,33.25785894206549,0.0,19191.44,False
Agronomia,2018-04,1,0.0,32.79339325842696,0.0,21110.58,False
Agronomia,2018-05,1,0.0,32.92630102040817,0.0,21110.58,False
Agronomia,2018-06,1,0.0,32.23633569739953,0.0,21110.58,False
Agronomia,2018-07,1,0.0,33.02055023923445,0.0,21110.58,False
Agronomia,2018-08,1,0.0,32.991926829268294,0.0,22070.15,False
Agronomia,2018-09,1,0.0,32.314521739130434,0.0,23029.72,True
Agronomia,2018-10,1,0.0,32.88463157894737,0.0,23989.3,False
Agronomia,2018-11,1,0.0,32.21218683651804,0.0,24437.1,True
Agronomia,2018-12,1,0.0,32.539060240963856,0.0,24884.9,True
Agronomia,2019-01,1,0.0,33.29235807860262,0.0,25332.7,False
Agronomia,2019-02,1,0.0,32.352409638554214,0.0,26676.1,False
Agronomia,2019-03,1,0.0,32.62464824120603,0.0,27827.59,False
Agronomia,2019-04,1,0.0,32.72716312056737,0.0,27827.59,True
Agronomia,2019-05,1,119.0,32.2749604743083,3.6870688066288126,27827.59,False
Agronomia,2019-06,1,35.0,32.0999801192843,1.0903433544176402,27827.59,False
Agronomia,2019-07,1,0.0,32.50170863309353,0.0,27827.59,False
Agronomia,2019-08,1,0.0,32.79593971631206,0.0,27827.59,False
Agronomia,2019-09,1,70.0,32.22765734265735,2.1720474205038234,31802.19,False
Agronomia,2019-10,1,0.0,32.40849572649573,0.0,31802.19,False
Agronomia,2019-11,1,0.0,32.66412313432836,0.0,32637.02,True
Agronomia,2019-12,1,40.0,32.01283095723014,1.2494989916212313,33471.84,True
Agronomia,2020-01,1,0.0,32.62126159554731,0.0,34306.67,False
Agronomia,2020-02,1,0.0,33.15922330097087,0.0,34306.67,False
Agronomia,2020-03,1,0.0,33.10622395833334,0.0,35558.91,False
Agronomia,2020-04,1,0.0,34.21058139534884,0.0,42466.32,False
Agronomia,2020-05,1,0.0,33.27063524590164,0.0,42466.32,False
Agronomia,2020-06,1,0.0,32.09757303370787,0.0,42466.32,False
Agronomia,2020-07,1,35.0,32.8346611570248,1.0659467394111342,42466.32,False
Agronomia,2020-08,1,0.0,32.230916666666666,0.0,42466.32,False
Agronomia,2020-09,1,35.0,31.766074918566773,1.1018043648679758,42466.32,False
Agronomia,2020-10,1,0.0,31.874242424242425,0.0,42466.32,False
Agronomia,2020-11,1,35.0,31.71124242424243,1.1037095151227314,42466.32,True
Agronomia,2020-12,1,0.0,31.067218543046355,0.0,42466.32,True
Agronomia,2021-01,1,38.0,31.294205052005942,1.2142823227766963,42466.32,False
Agronomia,2021-02,1,30.0,31.081285444234403,0.9652110448850505,42466.32,False
Agronomia,2021-03,1,0.0,31.528301886792452,0.0,42466.32,False
Agronomia,2021-04,1,0.0,31.42777372262774,0.0,54934.24,False
Agronomia,2021-05,1,0.0,30.933825757575757,0.0,57434.24,False
Agronomia,2021-06,1,0.0,31.43486445783132,0.0,57434.24,False
Agronomia,2021-07,1,92.0,31.422535211267604,2.927835051546392,57434.24,False
Agronomia,2021-08,1,27.0,31.605388272583202,0.8542847114275686,57434.24,False
Agronomia,2021-09,1,38.0,32.02453987730061,1.1865900383141763,57434.24,False
Agronomia,2021-10,1,0.0,32.111111111111114,0.0,57434.24,False
Agronomia,2021-11,1,25.0,31.64804469273743,0.7899382171226832,57434.24,False
Agronomia,2021-12,1,30.0,31.94848837209302,0.9390115629447112,57434.24,False
Agronomia,2022-01,1,0.0,31.47826086956522,0.0,71792.8,False
Agronomia,2022-02,1,0.0,31.564098360655734,0.0,71792.8,False
Agronomia,2022-03,1,0.0,31.285594405594406,0.0,71792.8,False
Agronomia,2022-04,1,0.0,32.45741935483871,0.0,71792.8,False
Agronomia,2022-05,1,98.0,32.39616438356165,3.0250494731322832,88448.7,False
Agronomia,2022-06,1,0.0,32.75,0.0,88448.7,False
Agronomia,2022-07,1,37.0,33.255172413793105,1.1126088759850683,88448.7,False
Agronomia,2022-08,1,30.0,33.20867256637168,0.9033784756087812,88448.7,False
Agronomia,2022-09,1,58.0,31.994505494505493,1.8128112656706166,88448.7,False
Agronomia,2022-10,1,30.0,32.383399209486164,0.9264005858659832,88448.7,False
Agronomia,2022-11,1,27.0,32.68968,0.8259487397857672,88448.7,False
Agronomia,2022-12,1,0.0,31.689236641221374,0.0,88448.7,False
Agronomia,2023-01,1,0.0,32.44198113207547,0.0,97618.62,True
Agronomia,2023-02,1,30.0,30.905555555555555,0.9706992629875967,106788.53,False
Agronomia,2023-03,1,0.0,32.17857142857143,0.0,122570.66,False
Agronomia,2023-04,1,29.0,31.6984126984127,0.914872308462694,186585.47,False
Agronomia,2023-05,1,0.0,31.265176470588234,0.0,197973.32,False
Agronomia,2023-06,1,0.0,32.66990291262136,0.0,209361.16,False
Agronomia,2023-07,1,0.0,32.08988764044944,0.0,218782.41,False
Agronomia,2023-08,1,0.0,32.850746268656714,0.0,218782.41,False
Agronomia,2023-09,1,0.0,32.308653846153845,0.0,218782.41,False
Agronomia,2023-10,1,0.0,33.578125,0.0,218782.41,False
Agronomia,2023-11,1,0.0,32.982142857142854,0.0,292129.21,False
Agronomia,2023-12,1,0.0,32.71875,0.0,292129.21,False
Agronomia,2024-01,1,64.0,31.813430493273543,2.011728977594284,447483.51,False
Agronomia,2024-02,1,64.0,31.730477326968973,2.016988252036281,447483.51,False
Agronomia,2024-03,1,70.0,32.39538738738739,2.1608014487659237,447483.51,False
Agronomia,2024-04,1,101.0,31.812093373493976,3.1748932336579205,447483.51,False
Agronomia,2024-05,1,30.0,32.34452411994785,0.9275140326302742,447483.51,False
Agronomia,2024-06,1,0.0,31.582869822485204,0.0,447483.51,False
Agronomia,2024-07,1,37.0,31.77486274509804,1.1644424807376406,447483.51,False
Agronomia,2024-08,1,71.0,31.734954007884365,2.23728069630605,447483.51,False
Agronomia,2024-09,1,88.0,31.9030428769018,2.7583575754685485,503568.1,False
Agronomia,2024-10,1,20.0,31.673477246207703,0.6314431423027486,559652.69,False
Agronomia,2024-11,1,70.0,31.89198606271777,2.1949087730798644,615737.3,False
Agronomia,2024-12,1,25.0,31.617557339449544,0.790699918137169,637436.95,False
Agronomia,2025-01,1,0.0,31.520013054830294,0.0,708395.58,False
Agronomia,2025-02,1,63.0,31.34080443828015,2.010158996526931,766990.75,False
Agronomia,2025-03,1,62.0,31.762287671232855,1.952000455438022,818152.58,False
Agronomia,2025-04,1,30.0,31.58971848225215,0.9496760794767674,866041.79,False
Agronomia,2025-05,1,145.75,32.028275862068966,4.550666436984561,912580.25,False
Agronomia,2025-06,1,121.93,31.629018143009606,3.855004270088226,963993.01,False
Agronomia,2025-07,1,93.46000000000001,31.780466101694913,2.940800166395785,1050428.6,False
Agronomia,2025-08,1,60.35,31.449150657229524,1.918970742891168,1030637.0,False
Agronomia,2025-09,1,30.0,31.872512462612164,0.9412499260982735,1040741.2,False
Agronomia,2025-10,1,73.0,32.01463114754099,2.2802074358931685,1050845.4,False
Agronomia,2025-11,1,74.0,31.87033185840709,2.3219086744614335,1060949.6,False
Agronomia,2025-12,1,96.0,31.6885052143685,3.029489695098359,1071053.8,False
Agronomia,2026-01,1,64.0,31.13389027431424,2.0556377451102095,1071053.8,False
Agronomia,2026-02,1,39.0,31.523901515151525,1.237156510632264,1071053.8,False
Agronomia,2026-03,1,64.0,31.46441008018328,2.0340441736204067,1071053.8,False
Agronomia,2026-04,1,58.91,32.33233840304183,1.8220148281776531,1171053.8,False
Almagro,2013-07,1,1333.0,33.31707317073171,40.0095168374817,,
Almagro,2013-08,1,808.0,32.49512195121951,24.865270584703147,,
Almagro,2013-09,1,1063.0,32.23866348448687,32.972830915013326,,
Almagro,2013-10,1,1220.0,32.169172932330824,37.92450625219119,,
Almagro,2013-11,1,854.0,32.204597701149424,26.517952744664147,,
Almagro,2013-12,1,665.0,32.69703872437358,20.338233245088478,,
Almagro,2014-01,1,635.0,32.771186440677965,19.376777863977242,,
Almagro,2014-02,1,799.0,32.69133192389006,24.440729483282677,,
Almagro,2014-03,1,748.0,32.782296650717704,22.817193315332407,,
Almagro,2014-04,1,406.0,32.76923076923077,12.389671361502348,,
Almagro,2014-05,1,1147.0,32.93958333333333,34.82132692429322,,
Almagro,2014-06,1,624.0,32.98540145985402,18.91745961495906,,
Almagro,2014-07,1,1196.0,32.34764826175869,36.973321532431406,,
Almagro,2014-08,1,1048.0,31.997624703087887,32.752431148392844,,
Almagro,2014-09,1,1005.0,32.94344473007712,30.50682793601249,,
Almagro,2014-10,1,772.0,32.651709401709404,23.643478829919506,,
Almagro,2014-11,1,529.0,32.11538461538461,16.47185628742515,,
Almagro,2014-12,1,594.0,32.41839762611276,18.322929061784897,,
Almagro,2015-01,1,824.0,31.52478134110787,26.138167021178212,,
Almagro,2015-02,1,613.0,31.681318681318682,19.348942074228233,,
Almagro,2015-03,1,583.0,31.792349726775956,18.337744929529048,,
Almagro,2015-04,1,872.0,31.835526315789473,27.390783219673487,,
Almagro,2015-05,1,630.0,32.80238726790451,19.205919217240126,,
Almagro,2015-06,1,1226.0,33.44423480083857,36.658037096703424,,
Almagro,2015-07,1,802.0,33.457220779220776,23.970909158662003,,
Almagro,2015-08,1,541.0,34.03415274463008,15.895797496688358,,
Almagro,2015-09,1,380.0,33.013629032258066,11.51039770964582,,
Almagro,2015-10,1,1119.0,35.6400350877193,31.397275486565967,,
Almagro,2015-11,1,578.0,36.308394160583944,15.919183796552243,,
Almagro,2015-12,1,479.0,35.29271111111111,13.572207544271023,,
Almagro,2016-01,1,208.0,33.747644628099174,6.163393098753142,,
Almagro,2016-02,1,363.0,32.53603524229075,11.156860302639702,,
Almagro,2016-03,1,680.0,33.70501805054152,20.1750374077926,,
Almagro,2016-04,1,894.0,32.73457446808511,27.310573438845648,,
Almagro,2016-05,1,713.0,33.422105263157896,21.333186356335233,,
Almagro,2016-06,1,653.6,33.068000000000005,19.765332043062777,,
Almagro,2016-07,1,974.71,34.079359223300976,28.601183303163886,,
Almagro,2016-08,1,366.0,33.62778169014084,10.883857977087608,,
Almagro,2016-09,1,457.0,33.35490774907749,13.701132182343974,,
Almagro,2016-10,1,602.0,33.777414965986395,17.822559855637547,,
Almagro,2016-11,1,415.0,33.39454545454546,12.427179180051178,,
Almagro,2016-12,1,435.0,33.7798201438849,12.877510837746343,,
Almagro,2017-01,1,499.1,33.54336236933798,14.87924777798149,,
Almagro,2017-02,1,387.0,34.062731481481485,11.361390680321573,,
Almagro,2017-03,1,712.0,33.13587606837607,21.487284613534403,,
Almagro,2017-04,1,477.0,33.95416826003824,14.048348831486377,,
Almagro,2017-05,1,616.0,33.42979999999999,18.426673207736812,,
Almagro,2017-06,1,252.0,34.727739726027394,7.256446920763277,,
Almagro,2017-07,1,647.0,32.91079722703639,19.659201675870865,,
Almagro,2017-08,1,415.0,32.34042158516019,12.832238408123533,,
Almagro,2017-09,1,458.0,32.334530612244905,14.164423955687731,,
Almagro,2017-10,1,547.0,32.59503512880562,16.78169690072194,,
Almagro,2017-11,1,582.0,32.54566744730679,17.882564582283948,,
Almagro,2017-12,1,235.0,32.55721393034827,7.218062347188262,,
Almagro,2018-01,1,311.0,32.649344660194174,9.52545918568371,18582.2,False
Almagro,2018-02,1,191.0,33.36016304347826,5.725391682021156,18886.82,False
Almagro,2018-03,1,354.3,33.25785894206549,10.653121134982964,19191.44,False
Almagro,2018-04,1,280.0,32.79339325842696,8.538305194386922,21110.58,False
Almagro,2018-05,1,461.0,32.92630102040817,14.000965359402684,21110.58,False
Almagro,2018-06,1,387.0,32.23633569739953,12.00508654683165,21110.58,False
Almagro,2018-07,1,302.0,33.02055023923445,9.145819733832562,21110.58,False
Almagro,2018-08,1,553.0,32.991926829268294,16.761676359848565,22070.15,False
Almagro,2018-09,1,306.0,32.314521739130434,9.469426856144903,23029.72,True
Almagro,2018-10,1,450.0,32.88463157894737,13.68420378740349,23989.3,False
Almagro,2018-11,1,562.0,32.21218683651804,17.4468129982059,24437.1,True
Almagro,2018-12,1,442.0,32.539060240963856,13.583674412439247,24884.9,True
Almagro,2019-01,1,533.98,33.29235807860262,16.039116206166096,25332.7,False
Almagro,2019-02,1,461.0,32.352409638554214,14.249325016292712,26676.1,False
Almagro,2019-03,1,359.0,32.62464824120603,11.003950060879765,27827.59,False
Almagro,2019-04,1,363.0,32.72716312056737,11.091703813822862,27827.59,True
Almagro,2019-05,1,432.0,32.2749604743083,13.384989281207117,27827.59,False
Almagro,2019-06,1,452.0,32.0999801192843,14.081005605622096,27827.59,False
Almagro,2019-07,1,283.0,32.50170863309353,8.707234539412703,27827.59,False
Almagro,2019-08,1,483.0,32.79593971631206,14.72743285229803,27827.59,False
Almagro,2019-09,1,717.01,32.22765734265735,22.24828172822066,31802.19,False
Almagro,2019-10,1,506.0,32.40849572649573,15.613189957049354,31802.19,False
Almagro,2019-11,1,522.5,32.66412313432836,15.996143470659364,32637.02,True
Almagro,2019-12,1,601.0,32.01283095723014,18.773722349109,33471.84,True
Almagro,2020-01,1,510.0,32.62126159554731,15.633975360095002,34306.67,False
Almagro,2020-02,1,258.0,33.15922330097087,7.78064062774492,34306.67,False
Almagro,2020-03,1,267.0,33.10622395833334,8.064948764197315,35558.91,False
Almagro,2020-04,1,0.0,34.21058139534884,0.0,42466.32,False
Almagro,2020-05,1,413.0,33.27063524590164,12.413348796845543,42466.32,False
Almagro,2020-06,1,163.88,32.09757303370787,5.105681972524787,42466.32,False
Almagro,2020-07,1,341.0,32.8346611570248,10.38536680397705,42466.32,False
Almagro,2020-08,1,417.0,32.230916666666666,12.93788831117121,42466.32,False
Almagro,2020-09,1,188.0,31.766074918566773,5.918263445576556,42466.32,False
Almagro,2020-10,1,633.0,31.874242424242425,19.859295526928744,42466.32,False
Almagro,2020-11,1,803.0,31.71124242424243,25.32224973267295,42466.32,True
Almagro,2020-12,1,331.0,31.067218543046355,10.65431717169564,42466.32,True
Almagro,2021-01,1,466.0,31.294205052005942,14.890935852998433,42466.32,False
Almagro,2021-02,1,616.0,31.081285444234403,19.819000121639704,42466.32,False
Almagro,2021-03,1,483.0,31.528301886792452,15.319569120287253,42466.32,False
Almagro,2021-04,1,491.0,31.42777372262774,15.623123811868481,54934.24,False
Almagro,2021-05,1,643.0,30.933825757575757,20.786307036158565,57434.24,False
Almagro,2021-06,1,524.54,31.43486445783132,16.686567893545412,57434.24,False
Almagro,2021-07,1,908.0,31.422535211267604,28.896458987001346,57434.24,False
Almagro,2021-08,1,737.0,31.605388272583202,23.31880860452289,57434.24,False
Almagro,2021-09,1,637.0,32.02453987730061,19.890996168582376,57434.24,False
Almagro,2021-10,1,710.0,32.111111111111114,22.110726643598614,57434.24,False
Almagro,2021-11,1,289.0,31.64804469273743,9.131685789938217,57434.24,False
Almagro,2021-12,1,708.0,31.94848837209302,22.160672885495185,57434.24,False
Almagro,2022-01,1,322.0,31.47826086956522,10.2292817679558,71792.8,False
Almagro,2022-02,1,271.0,31.564098360655734,8.585703824120579,71792.8,False
Almagro,2022-03,1,144.0,31.285594405594406,4.602757362802425,71792.8,False
Almagro,2022-04,1,187.0,32.45741935483871,5.761394581486414,71792.8,False
Almagro,2022-05,1,220.0,32.39616438356165,6.79092738866431,88448.7,False
Almagro,2022-06,1,280.0,32.75,8.549618320610687,88448.7,False
Almagro,2022-07,1,390.0,33.255172413793105,11.727498963085855,88448.7,False
Almagro,2022-08,1,258.5,33.20867256637168,7.784111198162331,88448.7,False
Almagro,2022-09,1,457.0,31.994505494505493,14.28370255881848,88448.7,False
Almagro,2022-10,1,464.0,32.383399209486164,14.328329061393873,88448.7,False
Almagro,2022-11,1,188.0,32.68968,5.751050484434231,88448.7,False
Almagro,2022-12,1,113.0,31.689236641221374,3.5658795217872035,88448.7,False
Almagro,2023-01,1,155.0,32.44198113207547,4.7777600069790775,97618.62,True
Almagro,2023-02,1,23.0,30.905555555555555,0.7442027682904907,106788.53,False
Almagro,2023-03,1,75.0,32.17857142857143,2.3307436182019976,122570.66,False
Almagro,2023-04,1,272.0,31.6984126984127,8.580871306960441,186585.47,False
Almagro,2023-05,1,82.0,31.265176470588234,2.622726280695681,197973.32,False
Almagro,2023-06,1,83.0,32.66990291262136,2.540564635958395,209361.16,False
Almagro,2023-07,1,60.0,32.08988764044944,1.8697478991596637,218782.41,False
Almagro,2023-08,1,0.0,32.850746268656714,0.0,218782.41,False
Almagro,2023-09,1,142.0,32.308653846153845,4.395107288473557,218782.41,False
Almagro,2023-10,1,236.0,33.578125,7.028385295486273,218782.41,False
Almagro,2023-11,1,248.0,32.982142857142854,7.519220357336222,292129.21,False
Almagro,2023-12,1,159.0,32.71875,4.859598853868195,292129.21,False
Almagro,2024-01,1,836.5,31.813430493273543,26.293926402462787,447483.51,False
Almagro,2024-02,1,716.5699999999999,31.730477326968973,22.583019871275592,447483.51,False
Almagro,2024-03,1,1088.0,32.39538738738739,33.5850282322475,447483.51,False
Almagro,2024-04,1,1057.0,31.812093373493976,33.22635790075665,447483.51,False
Almagro,2024-05,1,928.0,32.34452411994785,28.69110074269648,447483.51,False
Almagro,2024-06,1,1360.46,31.582869822485204,43.075882832896646,447483.51,False
Almagro,2024-07,1,1236.0,31.77486274509804,38.89867314031686,447483.51,False
Almagro,2024-08,1,1038.0,31.734954007884365,32.70841356008,447483.51,False
Almagro,2024-09,1,1164.0,31.9030428769018,36.48554793006126,503568.1,False
Almagro,2024-10,1,1088.0,31.673477246207703,34.35050694126952,559652.69,False
Almagro,2024-11,1,1278.0,31.89198606271777,40.07276302851524,615737.3,False
Almagro,2024-12,1,1641.0,31.617557339449544,51.90154262652377,637436.95,False
Almagro,2025-01,1,1048.17,31.520013054830294,33.2541105924248,708395.58,False
Almagro,2025-02,1,1082.2,31.34080443828015,34.53006454034039,766990.75,False
Almagro,2025-03,1,1191.1399999999999,31.762287671232855,37.50170681436202,818152.58,False
Almagro,2025-04,1,869.34,31.58971848225215,27.51971343107777,866041.79,False
Almagro,2025-05,1,1267.72,32.028275862068966,39.581275166340085,912580.25,False
Almagro,2025-06,1,1616.93,31.629018143009606,51.12172602668544,963993.01,False
Almagro,2025-07,1,1525.84,31.780466101694913,48.01188236564674,1050428.6,False
Almagro,2025-08,1,1234.8700000000001,31.449150657229524,39.26560731191411,1030637.0,False
Almagro,2025-09,1,1600.1299999999999,31.872512462612164,50.20407480825434,1040741.2,False
Almagro,2025-10,1,1217.81,32.01463114754099,38.03917010280903,1050845.4,False
Almagro,2025-11,1,1774.7800000000002,31.87033185840709,55.68752807109004,1060949.6,False
Almagro,2025-12,1,1547.1200000000001,31.6885052143685,48.82275101125598,1071053.8,False
Almagro,2026-01,1,1149.29,31.13389027431424,36.914436001214256,1071053.8,False
Almagro,2026-02,1,1275.8,31.523901515151525,40.47087887858057,1071053.8,False
Almagro,2026-03,1,1050.41,31.46441008018328,33.38406781894706,1071053.8,False
Almagro,2026-04,1,1855.84,32.33233840304183,57.398879625279505,1171053.8,False
Balvanera,2013-07,1,573.0,33.31707317073171,17.198389458272327,,
Balvanera,2013-08,1,815.0,32.49512195121951,25.080687532837953,,
Balvanera,2013-09,1,488.0,32.23866348448687,15.137103938406872,,
Balvanera,2013-10,1,661.0,32.169172932330824,20.547621830080637,,
Balvanera,2013-11,1,937.0,32.204597701149424,29.095224498536655,,
Balvanera,2013-12,1,632.0,32.69703872437358,19.32896753518183,,
Balvanera,2014-01,1,664.0,32.771186440677965,20.26170157745022,,
Balvanera,2014-02,1,698.0,32.69133192389006,21.351225506046692,,
Balvanera,2014-03,1,672.0,32.782296650717704,20.498868860833394,,
Balvanera,2014-04,1,451.0,32.76923076923077,13.762910798122068,,
Balvanera,2014-05,1,804.0,32.93958333333333,24.408323319208147,,
Balvanera,2014-06,1,673.0,32.98540145985402,20.402965257800396,,
Balvanera,2014-07,1,712.0,32.34764826175869,22.01087368820331,,
Balvanera,2014-08,1,471.0,31.997624703087887,14.719842624897929,,
Balvanera,2014-09,1,496.0,32.94344473007712,15.056106125634024,,
Balvanera,2014-10,1,517.0,32.651709401709404,15.833780511746612,,
Balvanera,2014-11,1,638.0,32.11538461538461,19.865868263473054,,
Balvanera,2014-12,1,455.0,32.41839762611276,14.035240274599543,,
Balvanera,2015-01,1,369.0,31.52478134110787,11.705077221862572,,
Balvanera,2015-02,1,599.0,31.681318681318682,18.907041276448144,,
Balvanera,2015-03,1,394.0,31.792349726775956,12.392918528704023,,
Balvanera,2015-04,1,467.0,31.835526315789473,14.669146517875594,,
Balvanera,2015-05,1,360.0,32.80238726790451,10.974810981280072,,
Balvanera,2015-06,1,906.0,33.44423480083857,27.089870807188664,,
Balvanera,2015-07,1,1075.0,33.457220779220776,32.13058272513922,,
Balvanera,2015-08,1,714.0,34.03415274463008,20.978926825573915,,
Balvanera,2015-09,1,412.0,33.013629032258066,12.479694358879152,,
Balvanera,2015-10,1,370.0,35.6400350877193,10.381583494217523,,
Balvanera,2015-11,1,571.0,36.308394160583944,15.726390913202994,,
Balvanera,2015-12,1,317.0,35.29271111111111,8.982024616981032,,
Balvanera,2016-01,1,349.0,33.747644628099174,10.341462458965609,,
Balvanera,2016-02,1,334.61,32.53603524229075,10.284289327455292,,
Balvanera,2016-03,1,493.0,33.70501805054152,14.626902120649635,,
Balvanera,2016-04,1,672.0,32.73457446808511,20.528753188930956,,
Balvanera,2016-05,1,471.0,33.422105263157896,14.092469528518786,,
Balvanera,2016-06,1,438.0,33.068000000000005,13.245433651868874,,
Balvanera,2016-07,1,519.0,34.079359223300976,15.229159580123376,,
Balvanera,2016-08,1,501.0,33.62778169014084,14.89839575552156,,
Balvanera,2016-09,1,416.0,33.35490774907749,12.471927763359066,,
Balvanera,2016-10,1,578.0,33.777414965986395,17.11202590790449,,
Balvanera,2016-11,1,446.0,33.39454545454546,13.355474492295965,,
Balvanera,2016-12,1,377.25,33.7798201438849,11.167910261011052,,
Balvanera,2017-01,1,622.67,33.54336236933798,18.56313607276244,,
Balvanera,2017-02,1,574.0,34.062731481481485,16.851261629210807,,
Balvanera,2017-03,1,440.0,33.13587606837607,13.278659030835867,,
Balvanera,2017-04,1,500.0,33.95416826003824,14.725732527763498,,
Balvanera,2017-05,1,253.0,33.42979999999999,7.5680979246061915,,
Balvanera,2017-06,1,433.0,34.727739726027394,12.468418717025788,,
Balvanera,2017-07,1,559.0,32.91079722703639,16.985307166633405,,
Balvanera,2017-08,1,499.0,32.34042158516019,15.429607146153357,,
Balvanera,2017-09,1,634.0,32.334530612244905,19.607521370973846,,
Balvanera,2017-10,1,310.0,32.59503512880562,9.510650894376235,,
Balvanera,2017-11,1,441.0,32.54566744730679,13.550190688637835,,
Balvanera,2017-12,1,234.0,32.55721393034827,7.187347188264057,,
Balvanera,2018-01,1,224.0,32.649344660194174,6.86078089258248,18582.2,False
Balvanera,2018-02,1,258.55,33.36016304347826,7.750261881605079,18886.82,False
Balvanera,2018-03,1,486.0,33.25785894206549,14.613087416318713,19191.44,False
Balvanera,2018-04,1,116.0,32.79339325842696,3.5372978662460106,21110.58,False
Balvanera,2018-05,1,256.0,32.92630102040817,7.7749395488223145,21110.58,False
Balvanera,2018-06,1,275.0,32.23633569739953,8.530746254208537,21110.58,False
Balvanera,2018-07,1,291.0,33.02055023923445,8.812693849487667,21110.58,False
Balvanera,2018-08,1,367.0,32.991926829268294,11.123933497404021,22070.15,False
Balvanera,2018-09,1,351.0,32.314521739130434,10.861989629107388,23029.72,True
Balvanera,2018-10,1,426.07,32.88463157894737,12.956508239331122,23989.3,False
Balvanera,2018-11,1,337.0,32.21218683651804,10.461878968675068,24437.1,True
Balvanera,2018-12,1,321.0,32.539060240963856,9.865066711296377,24884.9,True
Balvanera,2019-01,1,248.0,33.29235807860262,7.4491569330858685,25332.7,False
Balvanera,2019-02,1,280.0,32.352409638554214,8.654687645470627,26676.1,False
